187.9,1.188
191.6,1.203
195.3,1.226
199.3,1.251
203.3,1.277
207.3,1.304
211.9,1.35
216.4,1.387
221.4,1.427
226.2,1.46
231.3,1.497
237.1,1.536
242.6,1.577
249,1.631
255.1,1.688
261.6,1.749
268.9,1.803
276.1,1.847
284.4,1.869
292.4,1.878
300.9,1.889
310.7,1.893
320.4,1.898
331.5,1.883
342.5,1.871
354.2,1.866
367.9,1.895
381.5,1.933
397.4,1.952
413.3,1.958
430.5,1.948
450.9,1.914
471.4,1.849
495.9,1.833
520.9,2.081
548.6,2.455
582.1,2.863
616.8,3.272
659.5,3.697
704.5,4.103
756,4.542
821.1,5.083
892,5.663
984,6.35
1088,7.15
